hash,Data_de_cadastro,Canal_de_atendimento,Denúncia_emergencial,Denunciante,Cenário_da_violação,País,UF,Município,Frequência,Início_das_violações,sl_quantidade_vitimas,(Nenhum nome de coluna),Motivação,Relação_vítima_suspeito,sl_vitima_cadastro,Gênero_da_vítima,Orientação_sexual_da_vítima,Faixa_etária_da_vítima,Nacionalidade_da_vítima,sl_vitima_naturalidade,sl_vitima_naturalizado_uf,sl_vitima_naturalizado_municipio,Deficiência_da_vítima,Doença_rara_da_vítima,Deficiência_relacionada_a_doença_rara,Vítima_preso_a,País_da_vítima,UF_da_vítima,Município_da_vítima,Profissão_da_vítima,Grau_de_instrução_da_vítima,Religião_da_vítima,Raça_Cor_da_vítima,Etnia_da_vítima,Faixa_de_renda_da_vítima,Natureza_Jurídica_do_Suspeito,Gênero_do_suspeito,Orientação_sexual_do_suspeito,Faixa_etária_do_suspeito,Suspeito_nacionalidade,sl_suspeito_naturalidade,sl_suspeito_naturalizado_uf,sl_suspeito_naturalizado_municipio,Deficiência_do_suspeito,Doença_rara_do_suspeito,Deficiência_relacionada_a_doença_rara_suspeito,Suspeito_preso,País_do_suspeito,UF_do_suspeito,sl_suspeito_municipio,Profissão_do_suspeito,Grau_de_instrução_do_suspeito,Religião_do_suspeito,Raça_Cor_do_suspeito,Suspeito_Etnia,Faixa_de_renda_do_suspeito,Vínculo_Órgão_PJ_do_suspeito,sl_suspeito_ramo,suspeito_especificacao_etnia,vitima_especificacao_etnia,violacao,,,,,,,,,,,,,,,,,
000048D67917C5DFE77B3F7BCA02CFA938D4972559F6C1D3C6A186251DAAE2D1,2023-05-16 11:17:57.083,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,BR | BRASIL,PE,261160 | RECIFE,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.FOI PRATICADO POR DUAS OU MAIS PESSOAS,FILHO(A),PESSOA FÍSICA,MASCULINO,NÃO,70 A 74 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,261160 | RECIFE,OUTROS NÃO LISTADOS,ANALFABETO/SEM INSTRUÇÃO,NULL,NULL,NULL,NULL,COMUNIDADE/FAMÍLIA,NULL,NULL,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BR | BRASIL,PE,261160 | RECIFE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL,,,,,,,,,,,,,,,,,
001099D6128F3A80EA772ABB865226C5E40D5A53E3EB7A8AD83397F8C49F418D,2023-03-10 13:59:56.590,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,SEMANALMENTE,HÁ MAIS DE CINCO ANOS,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.POR MOTIVO VIL, TORPE, INSIDIOSO, CRUEL, À TRAIÇÃO, OU POR DINHEIRO,ESPOSA(O),PESSOA FÍSICA,MASCULINO,NÃO,60 A 64 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,OUTROS NÃO LISTADOS,ENSINO FUNDAMENTAL INCOMPLETO,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,45 A 49 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE,,,,,,,,,,,,
00071171712A600729254E397717F3FD8E592770627041FBB6E371610834CADA,2023-04-01 19:15:17.767,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DO SUSPEITO,BR | BRASIL,MS,500348 | DOIS IRMÃOS DO BURITI,SEMANALMENTE,HÁ UM MÊS,2,VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE,MOTIVAÇÃO.EM RAZÃO DE QUAISQUER FORMAS DE DISCRIMINAÇÃO,DESCONHECIDO(A),PESSOA FÍSICA,MASCULINO,HOMOSSEXUAL.GAY,35 A 39 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PB,500348 | DOIS IRMÃOS DO BURITI,PEDREIRO, SERVENTE DE OBRAS, PINTOR DE OBRAS, ELETRICISTA OU PROFISSIONAL DA CONSTRUÇÃO CIVIL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,30 A 34 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,TEMPORÁRIA,BR | BRASIL,MS,500348 | DOIS IRMÃOS DO BURITI,OUTROS NÃO LISTADOS,NULL,NULL,BRANCA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>LESÃO CORPORAL,,,,,,,,,,,,,
00072DB776C5FC12ECCF815C0414757CC4F7260372166841C62F0A7CD7CA00D3,2023-01-19 16:42:55.633,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,AL,270430 | MACEIÓ,OCASIONALMENTE,NÃO SABE INFORMAR,2,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,AGRAVANTE.NA RELAÇÃO FAMILIAR,COMPANHEIRO(A),PESSOA FÍSICA,FEMININO,NÃO,17 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,AL,270430 | MACEIÓ,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,20 A 24 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,AL,270430 | MACEIÓ,NÃO SABE INFORMAR,NULL,NULL,PRETA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>NEGLIGÊNCIA,,,,,,,,,,,,,,,,,
00073880747EC8464A4B14BF586FEADA97BAF67901CF8C661F4C845702336378,2023-03-06 12:45:26.300,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,SC,421500 | RIO NEGRINHO,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA,NULL,VIZINHO(A),PESSOA FÍSICA,MASCULINO,NÃO,70 A 74 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SC,421500 | RIO NEGRINHO,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,NÃO INFORMADO,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SC,421500 | RIO NEGRINHO,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA,,,,,,,,,,,,,,,,,
0008E77399A8045228F3DFBA5BD540FD29B4690937F1B5E6B81DC1158BC141FE,2023-02-27 10:40:14.933,WEBCHAT,NÃO,TERCEIRO,CASA DA VÍTIMA,BR | BRASIL,CE,231400 | VÁRZEA ALEGRE,OCASIONALMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA,NULL,NÃO SE APLICA,PESSOA FÍSICA,FEMININO,NÃO,20 A 24 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,CE,231400 | VÁRZEA ALEGRE,OUTROS NÃO LISTADOS,ANALFABETO/SEM INSTRUÇÃO,NULL,BRANCA,NULL,MAIS DE 2 A 5 SALÁRIOS MÍNIMOS,PESSOA FÍSICA,MASCULINO,NÃO,55 A 59 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,CE,231400 | VÁRZEA ALEGRE,OUTROS NÃO LISTADOS,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA,,,,,,,,,,,,,,,,,
0008F4DEBC482D31886D62AE28102ED82169EFFDA499A0781A8BC3AE84162349,2023-03-22 14:42:36.010,TELEFÔNICO,NÃO,TERCEIRO,VIA PÚBLICA,BR | BRASIL,SP,353440 | OSASCO,DIARIAMENTE,HÁ UM MÊS,2,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,NULL,PAI,PESSOA FÍSICA,FEMININO,NULL,07 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,SP,353440 | OSASCO,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,35 A 39 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SP,353440 | OSASCO,NÃO SABE INFORMAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE,,,,,,,,,,,,,,,,,
0009065B0B23614A02FD4DC7CF0A1C9B937EE62FEC32ABCC31BEE460AE8CDE6E,2023-05-20 13:54:21.687,TELEFÔNICO,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA - SEM FREQUÊNCIA,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,BR | BRASIL,AM,130260 | MANAUS,ÚNICA OCORRÊNCIA,NÃO SE APLICA,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.POR MOTIVO VIL, TORPE, INSIDIOSO, CRUEL, À TRAIÇÃO, OU POR DINHEIRO,DESCONHECIDO(A),PESSOA FÍSICA,MASCULINO,NÃO,70 A 74 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,AM,130260 | MANAUS,OUTROS NÃO LISTADOS,ENSINO FUNDAMENTAL INCOMPLETO,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,30 A 34 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,AM,130260 | MANAUS,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO,,,,,,,,,,,,
000AFCC164B99F5DA07B5489F10B3515BE05BAFCEC6FDD1C89346C69C5420A0D,2023-05-02 18:40:53.877,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,SP,354780 | SANTO ANDRÉ,SEMANALMENTE,HÁ MAIS DE SEIS MESES,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,GENRO/NORA,PESSOA FÍSICA,FEMININO,NÃO,60 A 64 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SP,354780 | SANTO ANDRÉ,NÃO SABE INFORMAR,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,40 A 44 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SP,354780 | SANTO ANDRÉ,NÃO SABE INFORMAR,NULL,NULL,BRANCA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO,,,,,,,,,,,,,,,,,
000C46597C96E356B020667EB402712CDB5F4F4F75A58DF9ECC5223295671668,2023-04-28 17:37:38.540,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,BR | BRASIL,MS,500270 | CAMPO GRANDE,NÃO SABE INFORMAR,NÃO SABE INFORMAR,2,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,MÃE,PESSOA FÍSICA,MASCULINO,NÃO,05 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,MS,500270 | CAMPO GRANDE,NULL,NULL,NULL,NULL,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,25 A 29 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,DENUNCIANTE NÃO SOUBE INFORMAR,DENUNCIANTE NÃO SOUBE INFORMAR,NÃO SABE INFORMAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE,,,,,,,,,,,,,,,,,
000E646868CF248F2676E324694A7169D2809F3D11706F7BB48DCBA9964C33DB,2023-01-26 12:25:52.813,TELEFÔNICO,NÃO,TERCEIRO,ÓRGÃOS PÚBLICOS,BR | BRASIL,RJ,330490 | SÃO GONÇALO,DIARIAMENTE,HÁ MAIS DE UM ANO,2,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,AGRAVANTE.POR VIOLÊNCIA INSTITUCIONAL,NÃO SE APLICA,PESSOA FÍSICA,MASCULINO,NULL,07 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,RJ,330490 | SÃO GONÇALO,NULL,NULL,NULL,PARDA,NULL,NULL,ÓRGÃO PÚBLICO,NULL,NULL,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BR | BRASIL,RJ,330490 | SÃO GONÇALO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MINISTÉRIO PÚBLICO - ESTADUAL,NULL,NULL,INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA INTELECTUAL,,,,,,,,,,,,,,,,,
0010299CF3E12626E63081CF26D96175044FA3CDDB5E6CF09515BD619B3917B7,2023-04-03 11:48:24.907,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,BR | BRASIL,PE,260130 | BARRA DE GUABIRABA,DIARIAMENTE,NÃO SABE INFORMAR,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,FILHO(A),PESSOA FÍSICA,FEMININO,NULL,80 A 84 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,PE,260130 | BARRA DE GUABIRABA,NULL,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,20 A 24 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,261250 | SANTA CRUZ DO CAPIBARIBE,NÃO SABE INFORMAR,NULL,NULL,BRANCA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO,,,,,,,,,,,,,,,,,
001099D6128F3A80EA772ABB865226C5E40D5A53E3EB7A8AD83397F8C49F418D,2023-03-10 13:59:56.590,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,SEMANALMENTE,HÁ MAIS DE CINCO ANOS,1,VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA,NULL,ESPOSA(O),PESSOA FÍSICA,MASCULINO,NÃO,60 A 64 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,OUTROS NÃO LISTADOS,ENSINO FUNDAMENTAL INCOMPLETO,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,45 A 49 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA,,,,,,,,,,,,,,,,,
001099D6128F3A80EA772ABB865226C5E40D5A53E3EB7A8AD83397F8C49F418D,2023-03-10 13:59:56.590,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,SEMANALMENTE,HÁ MAIS DE CINCO ANOS,1,VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,ESPOSA(O),PESSOA FÍSICA,MASCULINO,NÃO,60 A 64 ANOS,BR | BRASIL,NULL,NULL,NULL,FÍSICA/MOTORA,NÃO,NULL,NÃO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,OUTROS NÃO LISTADOS,ENSINO FUNDAMENTAL INCOMPLETO,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,45 A 49 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NÃO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO,,,,,,,,,,,,,,,,,
0009154C25A26974FA9E1387177E530E4E6F487B17E51D932E1C4584B4C35757,2023-01-26 17:05:46.773,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,SP,350050 | ÁGUAS DE LINDÓIA,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,COMPANHEIRO(A),PESSOA FÍSICA,MASCULINO,NÃO,65 A 69 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SP,350050 | ÁGUAS DE LINDÓIA,NULL,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,45 A 49 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SP,350050 | ÁGUAS DE LINDÓIA,OUTROS NÃO LISTADOS,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE,,,,,,,,,,,,,,,,,
000974EF1BA93A0BEC03788CAE84409533AD1F43A799B9FD3CB80D0F3977857B,2023-01-30 08:56:02.393,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,PE,260790 | JABOATÃO DOS GUARARAPES,DIARIAMENTE,HÁ MAIS DE SEIS MESES,2,VIOLÊNCIA CONTRA PESSOA IDOSA,MOTIVAÇÃO.EM RAZÃO DA IDADE,FILHO(A),PESSOA FÍSICA,MASCULINO,NÃO,85 A 89 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,260790 | JABOATÃO DOS GUARARAPES,NULL,NULL,NULL,PRETA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,55 A 59 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,260790 | JABOATÃO DOS GUARARAPES,OUTROS NÃO LISTADOS,NULL,NULL,BRANCA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO,,,,,,,,,,,,,,,,,
0009F55F60199206497BA00DEEAA6ADABE877F14186135AA30C323E38592CBBE,2023-05-07 07:47:11.713,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,BR | BRASIL,MA,210960 | ROSÁRIO,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,EX-COMPANHEIRO(A),PESSOA FÍSICA,FEMININO,NÃO,17 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,MA,210960 | ROSÁRIO,NÃO SABE INFORMAR,ENSINO MÉDIO COMPLETO,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,25 A 29 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,MA,210960 | ROSÁRIO,ARTISTA (ATOR/CANTOR/MODELO/ASSEMELHADOS),NULL,NULL,PRETA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO,,,,,,,,,,,,,,,,,
00072DB776C5FC12ECCF815C0414757CC4F7260372166841C62F0A7CD7CA00D3,2023-01-19 16:42:55.633,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,AL,270430 | MACEIÓ,OCASIONALMENTE,NÃO SABE INFORMAR,2,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,COMPANHEIRO(A),PESSOA FÍSICA,FEMININO,NÃO,17 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO INFORMADO,NÃO,NULL,NÃO,BR | BRASIL,AL,270430 | MACEIÓ,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,20 A 24 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,AL,270430 | MACEIÓ,NÃO SABE INFORMAR,NULL,NULL,PRETA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO,,,,,,,,,,,,,,,,,
0007D12856884E1F5E71963BF10B78CA98458F43FF8341E9E0FBFAC38E6E065E,2023-04-24 21:25:46.360,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,MG,317120 | VESPASIANO,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,PAI,PESSOA FÍSICA,MASCULINO,NÃO,13 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,MG,317120 | VESPASIANO,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,NÃO INFORMADO,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,MG,317120 | VESPASIANO,MOTORISTA PROFISSIONAL (ÔNIBUS, TÁXI, CAMINHÃO, MOTOTÁXI, OUTROS),NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO,,,,,,,,,,,,,
0007D12856884E1F5E71963BF10B78CA98458F43FF8341E9E0FBFAC38E6E065E,2023-04-24 21:25:46.360,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,MG,317120 | VESPASIANO,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,MOTIVAÇÃO.EM RAZÃO DA IDADE,PAI,PESSOA FÍSICA,MASCULINO,NÃO,13 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,MG,317120 | VESPASIANO,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,NÃO INFORMADO,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,MG,317120 | VESPASIANO,MOTORISTA PROFISSIONAL (ÔNIBUS, TÁXI, CAMINHÃO, MOTOTÁXI, OUTROS),NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO,,,,,,,,,,,,,
0007611197B9A54A2F9CBEB73587CEA65329C3D12281669948C4C25822CC0EFE,2023-03-24 10:34:57.720,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,MG,310510 | BAMBUÍ,SEMANALMENTE,HÁ MAIS DE SEIS MESES,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,PAI,PESSOA FÍSICA,MASCULINO,NULL,04 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,MG,310510 | BAMBUÍ,NULL,NULL,NULL,NULL,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,30 A 34 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,PREVENTIVA,BR | BRASIL,MG,310510 | BAMBUÍ,OUTROS PROFISSIONAIS LIBERAIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE,,,,,,,,,,,,,,,,,
0007611197B9A54A2F9CBEB73587CEA65329C3D12281669948C4C25822CC0EFE,2023-03-24 10:34:57.720,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,MG,310510 | BAMBUÍ,SEMANALMENTE,HÁ MAIS DE SEIS MESES,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,MOTIVAÇÃO.EM RAZÃO DA IDADE,PAI,PESSOA FÍSICA,MASCULINO,NULL,04 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,MG,310510 | BAMBUÍ,NULL,NULL,NULL,NULL,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,30 A 34 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,PREVENTIVA,BR | BRASIL,MG,310510 | BAMBUÍ,OUTROS PROFISSIONAIS LIBERAIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>LESÃO CORPORAL,,,,,,,,,,,,,,,,,
